"sex","age","race","education","state","division","region","ideology","party.id","vote.2008","obama","romney","other","state.last.vote.share"
"female","18-29","other","high school graduate","FL","SA","S","moderate","democrat","democrat",2,0,0,0.5142
"male","45-64","white","some college","IN","ENC","MW","moderate","independent/other","republican",0,4,0,0.5052
"male","30-44","white","high school graduate","WY","M","W","conservative","republican","republican",0,1,0,0.3344
"male","18-29","white","less than high school","VA","SA","S","moderate","independent/other","did not vote in 2008",5,2,3,0.5318
"male","30-44","black","college graduate","FL","SA","S","moderate","democrat","democrat",14,0,0,0.5142
"male","18-29","white","high school graduate","MI","ENC","MW","conservative","independent/other","republican",0,5,0,0.5837
"female","30-44","white","college graduate","PA","MA","NE","conservative","republican","republican",1,1,1,0.5523
"male","18-29","white","some college","MS","ESC","S","conservative","republican","did not vote in 2008",0,11,0,0.4336
"male","45-64","black","high school graduate","IL","ENC","MW","liberal","democrat","democrat",2,0,0,0.6273
"male","18-29","white","college graduate","TN","ESC","S","moderate","independent/other","democrat",7,2,1,0.4237
"male","30-44","white","college graduate","FL","SA","S","conservative","independent/other","did not vote in 2008",0,5,1,0.5142
"male","18-29","black","high school graduate","NY","MA","NE","conservative","democrat","democrat",2,0,0,0.6358
"female","30-44","white","college graduate","AZ","M","W","conservative","republican","republican",0,2,0,0.4569
"male","18-29","hispanic","some college","OK","WSC","S","liberal","democrat","democrat",1,0,0,0.3435
"male","45-64","white","college graduate","CA","P","W","conservative","independent/other","democrat",1,3,0,0.6228
"male","30-44","black","college graduate","MI","ENC","MW","liberal","republican","democrat",1,0,0,0.5837
"male","30-44","white","some college","OK","WSC","S","moderate","independent/other","republican",1,3,0,0.3435
"female","18-29","hispanic","some college","TX","WSC","S","moderate","independent/other","did not vote in 2008",0,1,1,0.4406
"male","30-44","white","high school graduate","CA","P","W","conservative","republican","republican",0,17,0,0.6228
"male","18-29","black","less than high school","PA","MA","NE","liberal","democrat","democrat",3,0,0,0.5523
"male","30-44","white","some college","PA","MA","NE","moderate","independent/other","republican",0,9,0,0.5523
"male","18-29","white","high school graduate","TN","ESC","S","liberal","independent/other","did not vote in 2008",6,0,1,0.4237
"male","30-44","white","less than high school","NH","NE","NE","moderate","independent/other","democrat",0,1,0,0.5487
"male","30-44","hispanic","college graduate","NM","M","W","liberal","independent/other","democrat",3,0,0,0.5766
"male","30-44","other","college graduate","PA","MA","NE","moderate","independent/other","did not vote in 2008",1,0,0,0.5523
"male","30-44","other","college graduate","GA","SA","S","conservative","independent/other","republican",0,1,0,0.4737
"female","18-29","other","college graduate","TX","WSC","S","conservative","independent/other","other",0,0,4,0.4406
"male","45-64","hispanic","college graduate","MD","MA","S","conservative","independent/other","republican",0,1,0,0.6293
"male","18-29","white","some college","NE","WNC","MW","moderate","republican","did not vote in 2008",0,2,2,0.4239
"male","18-29","white","college graduate","OH","ENC","MW","liberal","independent/other","did not vote in 2008",1,0,2,0.5233
"male","18-29","black","some college","MO","WNC","MW","moderate","democrat","democrat",2,0,0,0.4993
"male","18-29","hispanic","college graduate","MD","MA","S","moderate","independent/other","democrat",3,0,0,0.6293
"male","45-64","other","college graduate","TX","WSC","S","conservative","republican","democrat",0,3,0,0.4406
"male","18-29","white","less than high school","NC","SA","S","liberal","democrat","did not vote in 2008",3,0,0,0.5017
"male","30-44","white","high school graduate","NC","SA","S","conservative","independent/other","other",0,2,0,0.5017
"male","45-64","white","high school graduate","PA","MA","NE","moderate","republican","did not vote in 2008",0,1,0,0.5523
"male","18-29","white","college graduate","NH","NE","NE","liberal","democrat","democrat",3,0,0,0.5487
"male","45-64","white","high school graduate","NM","M","W","liberal","independent/other","democrat",1,0,0,0.5766
"male","45-64","black","less than high school","OR","P","W","liberal","democrat","democrat",4,0,0,0.5841
"male","30-44","other","some college","NC","SA","S","liberal","democrat","democrat",2,0,0,0.5017
"male","30-44","white","college graduate","NH","NE","NE","liberal","democrat","democrat",4,0,0,0.5487
"male","45-64","white","some college","AL","ESC","S","conservative","independent/other","republican",0,7,0,0.3911
"female","18-29","black","some college","VA","SA","S","liberal","democrat","democrat",1,0,0,0.5318
"male","45-64","black","some college","WA","P","W","liberal","democrat","democrat",2,0,0,0.5875
"male","18-29","hispanic","high school graduate","TX","WSC","S","conservative","republican","did not vote in 2008",0,8,0,0.4406
"female","30-44","white","some college","MI","ENC","MW","liberal","democrat","democrat",3,0,0,0.5837
"male","18-29","white","some college","WV","SA","S","moderate","independent/other","other",0,1,0,0.4333
"male","30-44","white","less than high school","WA","P","W","conservative","republican","republican",0,5,0,0.5875
"male","18-29","hispanic","some college","FL","SA","S","moderate","democrat","democrat",15,0,2,0.5142
"male","30-44","other","college graduate","SC","SA","S","moderate","independent/other","republican",0,2,0,0.4546
"male","18-29","white","some college","AL","ESC","S","conservative","independent/other","other",0,1,1,0.3911
"male","18-29","white","college graduate","CO","M","W","conservative","independent/other","did not vote in 2008",0,2,1,0.5455
"male","18-29","hispanic","high school graduate","FL","SA","S","liberal","democrat","did not vote in 2008",10,0,0,0.5142
"female","18-29","other","some college","GA","SA","S","moderate","independent/other","democrat",2,0,0,0.4737
"female","30-44","white","some college","NH","NE","NE","moderate","independent/other","republican",4,0,0,0.5487
"male","30-44","white","high school graduate","WI","ENC","MW","moderate","independent/other","republican",0,1,1,0.5706
"male","18-29","other","high school graduate","MA","NE","NE","moderate","independent/other","did not vote in 2008",4,0,0,0.632
"male","30-44","other","some college","OK","WSC","S","moderate","democrat","democrat",2,0,0,0.3435
"male","18-29","white","college graduate","IA","WNC","MW","moderate","republican","republican",1,4,0,0.5485
"male","18-29","white","some college","IA","WNC","MW","liberal","independent/other","republican",0,0,1,0.5485
"male","18-29","other","college graduate","AL","ESC","S","conservative","independent/other","republican",0,2,0,0.3911
"male","45-64","white","high school graduate","OH","ENC","MW","moderate","democrat","did not vote in 2008",1,0,0,0.5233
"male","45-64","white","high school graduate","MI","ENC","MW","conservative","independent/other","republican",0,2,0,0.5837
"male","18-29","hispanic","some college","PA","MA","NE","conservative","republican","did not vote in 2008",0,2,0,0.5523
"male","18-29","white","high school graduate","IA","WNC","MW","moderate","independent/other","other",0,0,1,0.5485
"male","45-64","white","college graduate","MA","NE","NE","conservative","republican","republican",0,10,0,0.632
"male","30-44","white","college graduate","KY","ESC","S","moderate","republican","republican",1,10,0,0.4177
"male","18-29","white","high school graduate","OH","ENC","MW","liberal","democrat","did not vote in 2008",33,0,0,0.5233
"male","18-29","white","high school graduate","IA","WNC","MW","moderate","independent/other","did not vote in 2008",8,4,3,0.5485
"male","30-44","white","high school graduate","CT","NE","NE","moderate","democrat","democrat",3,0,0,0.6132
"male","18-29","white","college graduate","DC","MA","S","moderate","democrat","did not vote in 2008",0,1,0,0.934
"male","18-29","hispanic","some college","TX","WSC","S","conservative","republican","democrat",0,1,0,0.4406
"male","18-29","white","some college","MA","NE","NE","moderate","independent/other","republican",1,5,0,0.632
"male","18-29","hispanic","high school graduate","NJ","MA","NE","liberal","independent/other","democrat",5,0,0,0.5786
"male","18-29","white","less than high school","NC","SA","S","liberal","republican","did not vote in 2008",0,1,0,0.5017
"male","30-44","white","college graduate","TN","ESC","S","conservative","independent/other","other",0,3,0,0.4237
"male","18-29","hispanic","college graduate","GA","SA","S","moderate","democrat","did not vote in 2008",1,1,0,0.4737
"male","18-29","white","some college","NM","M","W","conservative","republican","republican",0,9,0,0.5766
"male","18-29","white","college graduate","OR","P","W","liberal","democrat","democrat",15,0,2,0.5841
"male","45-64","white","high school graduate","NY","MA","NE","moderate","democrat","democrat",1,0,0,0.6358
"male","18-29","white","high school graduate","ID","M","W","moderate","independent/other","republican",1,1,0,0.3698
"male","18-29","white","high school graduate","CO","M","W","conservative","republican","republican",1,14,0,0.5455
"male","18-29","white","high school graduate","TX","WSC","S","moderate","republican","other",0,2,0,0.4406
"male","45-64","white","less than high school","FL","SA","S","moderate","independent/other","democrat",3,0,0,0.5142
"male","30-44","black","less than high school","PA","MA","NE","moderate","democrat","democrat",1,0,0,0.5523
"male","18-29","hispanic","college graduate","FL","SA","S","moderate","independent/other","did not vote in 2008",4,0,0,0.5142
"male","18-29","white","some college","FL","SA","S","liberal","democrat","republican",5,0,0,0.5142
"male","45-64","white","high school graduate","VA","SA","S","conservative","republican","other",0,1,0,0.5318
"male","18-29","white","high school graduate","NJ","MA","NE","liberal","democrat","did not vote in 2008",6,0,0,0.5786
"male","30-44","white","some college","IL","ENC","MW","conservative","independent/other","republican",0,7,0,0.6273
"male","30-44","white","college graduate","OH","ENC","MW","liberal","democrat","did not vote in 2008",3,0,0,0.5233
"male","18-29","white","college graduate","IN","ENC","MW","liberal","democrat","did not vote in 2008",1,0,0,0.5052
"male","30-44","white","college graduate","WY","M","W","moderate","independent/other","republican",0,2,0,0.3344
"female","30-44","other","high school graduate","OK","WSC","S","liberal","independent/other","democrat",1,0,0,0.3435
"male","18-29","white","college graduate","NC","SA","S","moderate","democrat","democrat",9,0,0,0.5017
"female","30-44","white","college graduate","OH","ENC","MW","moderate","independent/other","democrat",1,1,1,0.5233
"male","30-44","white","high school graduate","MI","ENC","MW","moderate","independent/other","democrat",6,0,0,0.5837
"male","45-64","white","some college","WI","ENC","MW","moderate","democrat","democrat",2,0,1,0.5706
"male","18-29","white","less than high school","NY","MA","NE","liberal","democrat","did not vote in 2008",10,0,0,0.6358
"male","18-29","white","less than high school","TN","ESC","S","moderate","independent/other","did not vote in 2008",2,2,3,0.4237
"female","18-29","white","college graduate","ID","M","W","liberal","independent/other","did not vote in 2008",1,0,0,0.3698
"male","18-29","black","some college","SD","WNC","MW","moderate","democrat","democrat",1,0,0,0.457
"male","45-64","white","college graduate","VA","SA","S","moderate","independent/other","republican",0,3,0,0.5318
"male","18-29","hispanic","some college","MI","ENC","MW","liberal","democrat","democrat",2,0,1,0.5837
"male","45-64","other","some college","IL","ENC","MW","moderate","independent/other","other",0,0,1,0.6273
"male","45-64","white","less than high school","FL","SA","S","liberal","independent/other","democrat",1,0,0,0.5142
"male","18-29","white","high school graduate","IL","ENC","MW","conservative","democrat","did not vote in 2008",3,0,0,0.6273
"female","18-29","white","some college","NC","SA","S","liberal","democrat","democrat",3,0,0,0.5017
"male","18-29","white","less than high school","VA","SA","S","liberal","democrat","did not vote in 2008",4,0,0,0.5318
"male","18-29","white","college graduate","OH","ENC","MW","moderate","democrat","did not vote in 2008",10,0,0,0.5233
"male","18-29","hispanic","college graduate","CA","P","W","moderate","republican","democrat",1,1,0,0.6228
"male","18-29","other","college graduate","MD","MA","S","conservative","republican","did not vote in 2008",0,4,0,0.6293
"male","30-44","white","college graduate","NJ","MA","NE","liberal","democrat","democrat",5,0,0,0.5786
"male","18-29","other","some college","NY","MA","NE","moderate","democrat","democrat",2,0,0,0.6358
"male","18-29","white","college graduate","NJ","MA","NE","moderate","democrat","democrat",4,0,0,0.5786
"male","18-29","white","some college","VA","SA","S","moderate","republican","did not vote in 2008",1,8,0,0.5318
"male","18-29","white","high school graduate","FL","SA","S","liberal","democrat","did not vote in 2008",14,2,1,0.5142
"male","18-29","white","some college","NY","MA","NE","conservative","republican","democrat",0,4,0,0.6358
"male","45-64","white","college graduate","MO","WNC","MW","moderate","republican","other",0,1,0,0.4993
"male","45-64","white","some college","TX","WSC","S","liberal","republican","republican",0,1,0,0.4406
"male","30-44","white","some college","SC","SA","S","conservative","republican","other",0,1,0,0.4546
"male","18-29","white","high school graduate","MS","ESC","S","moderate","independent/other","republican",0,2,0,0.4336
"female","18-29","other","some college","TX","WSC","S","moderate","democrat","democrat",1,0,0,0.4406
"female","18-29","hispanic","college graduate","CO","M","W","liberal","democrat","democrat",5,0,0,0.5455
"male","18-29","hispanic","less than high school","IN","ENC","MW","moderate","democrat","did not vote in 2008",1,0,0,0.5052
"male","30-44","white","some college","KY","ESC","S","moderate","independent/other","did not vote in 2008",0,3,0,0.4177
"male","18-29","black","college graduate","OH","ENC","MW","liberal","democrat","democrat",5,0,0,0.5233
"female","18-29","white","less than high school","PA","MA","NE","moderate","republican","did not vote in 2008",0,3,0,0.5523
"male","18-29","white","college graduate","OH","ENC","MW","conservative","democrat","did not vote in 2008",0,1,0,0.5233
"male","45-64","white","some college","ME","NE","NE","conservative","republican","republican",0,8,0,0.5883
"male","18-29","white","some college","NM","M","W","conservative","independent/other","other",0,1,0,0.5766
"male","18-29","hispanic","college graduate","PA","MA","NE","moderate","democrat","democrat",5,0,0,0.5523
"male","18-29","white","high school graduate","AL","ESC","S","moderate","republican","republican",0,6,0,0.3911
"female","30-44","white","some college","TX","WSC","S","moderate","independent/other","democrat",3,0,0,0.4406
"male","30-44","white","college graduate","WV","SA","S","moderate","independent/other","republican",0,1,0,0.4333
"male","18-29","white","less than high school","VA","SA","S","moderate","democrat","did not vote in 2008",5,0,0,0.5318
"male","18-29","other","some college","PA","MA","NE","liberal","independent/other","did not vote in 2008",3,0,0,0.5523
"male","18-29","black","college graduate","AR","WSC","S","moderate","independent/other","republican",1,0,0,0.3983
"male","45-64","white","some college","AZ","M","W","moderate","independent/other","republican",0,2,0,0.4569
"male","30-44","white","high school graduate","OK","WSC","S","conservative","republican","did not vote in 2008",0,3,0,0.3435
"female","30-44","other","some college","IL","ENC","MW","liberal","democrat","democrat",4,0,0,0.6273
"male","18-29","black","college graduate","FL","SA","S","liberal","democrat","democrat",8,0,0,0.5142
"male","30-44","hispanic","high school graduate","CA","P","W","conservative","independent/other","other",0,3,0,0.6228
"male","18-29","white","some college","TX","WSC","S","conservative","republican","did not vote in 2008",0,72,0,0.4406
"female","18-29","other","college graduate","KS","WNC","MW","liberal","independent/other","democrat",1,0,0,0.4239
"male","30-44","other","college graduate","FL","SA","S","liberal","independent/other","democrat",2,0,0,0.5142
"male","30-44","white","college graduate","GA","SA","S","moderate","independent/other","did not vote in 2008",0,3,0,0.4737
"male","45-64","white","high school graduate","KY","ESC","S","conservative","republican","republican",0,1,0,0.4177
"male","18-29","black","less than high school","OH","ENC","MW","liberal","democrat","did not vote in 2008",1,0,0,0.5233
"male","45-64","white","high school graduate","PA","MA","NE","conservative","republican","republican",0,12,0,0.5523
"male","45-64","white","some college","MD","MA","S","conservative","republican","democrat",1,0,0,0.6293
"male","18-29","white","college graduate","MA","NE","NE","moderate","independent/other","democrat",10,4,3,0.632
"male","18-29","white","some college","NE","WNC","MW","liberal","democrat","democrat",6,0,0,0.4239
"male","18-29","white","some college","GA","SA","S","moderate","republican","republican",0,8,0,0.4737
"female","18-29","white","some college","ME","NE","NE","liberal","democrat","democrat",5,0,0,0.5883
"male","18-29","white","less than high school","OH","ENC","MW","moderate","republican","other",0,1,0,0.5233
"male","18-29","white","less than high school","IN","ENC","MW","conservative","democrat","did not vote in 2008",0,1,0,0.5052
"male","18-29","hispanic","high school graduate","FL","SA","S","moderate","republican","did not vote in 2008",0,6,0,0.5142
"female","18-29","white","high school graduate","AL","ESC","S","conservative","democrat","democrat",1,0,0,0.3911
"male","18-29","white","college graduate","CO","M","W","conservative","republican","did not vote in 2008",0,5,0,0.5455
"male","18-29","other","high school graduate","AR","WSC","S","moderate","democrat","did not vote in 2008",3,0,0,0.3983
"male","18-29","hispanic","college graduate","TX","WSC","S","conservative","independent/other","republican",0,1,0,0.4406
"female","18-29","white","less than high school","AL","ESC","S","conservative","independent/other","did not vote in 2008",1,0,0,0.3911
"male","30-44","white","college graduate","WI","ENC","MW","liberal","independent/other","democrat",6,0,0,0.5706
"male","18-29","hispanic","high school graduate","WY","M","W","conservative","independent/other","democrat",1,0,0,0.3344
"male","18-29","hispanic","college graduate","FL","SA","S","moderate","democrat","democrat",8,0,0,0.5142
"male","18-29","white","some college","MD","MA","S","conservative","republican","did not vote in 2008",0,17,0,0.6293
"male","30-44","hispanic","some college","MA","NE","NE","conservative","republican","republican",0,0,1,0.632
"male","30-44","white","some college","AZ","M","W","moderate","republican","republican",1,7,0,0.4569
"male","45-64","white","college graduate","TN","ESC","S","conservative","independent/other","republican",0,4,0,0.4237
"male","30-44","white","high school graduate","VA","SA","S","liberal","independent/other","democrat",4,0,0,0.5318
"male","30-44","white","some college","MD","MA","S","moderate","independent/other","did not vote in 2008",0,1,0,0.6293
"male","18-29","white","some college","MD","MA","S","liberal","democrat","democrat",7,0,0,0.6293
"male","18-29","other","less than high school","LA","WSC","S","moderate","independent/other","did not vote in 2008",2,0,0,0.4054
"male","30-44","white","some college","TN","ESC","S","conservative","independent/other","other",1,7,1,0.4237
"female","18-29","white","some college","SC","SA","S","conservative","republican","republican",0,2,0,0.4546
"male","18-29","white","high school graduate","MN","WNC","MW","conservative","republican","republican",0,25,0,0.5523
"male","30-44","other","college graduate","TX","WSC","S","moderate","independent/other","democrat",6,0,1,0.4406
"male","45-64","white","some college","VA","SA","S","liberal","independent/other","republican",0,1,0,0.5318
"male","18-29","white","some college","NC","SA","S","moderate","democrat","did not vote in 2008",5,0,0,0.5017
"male","45-64","white","some college","LA","WSC","S","moderate","independent/other","republican",1,0,1,0.4054
"male","30-44","white","high school graduate","MD","MA","S","moderate","democrat","republican",2,0,2,0.6293
"male","30-44","white","high school graduate","IL","ENC","MW","moderate","republican","republican",0,5,0,0.6273
"male","30-44","white","less than high school","MI","ENC","MW","moderate","democrat","democrat",3,0,0,0.5837
"male","18-29","white","college graduate","AR","WSC","S","moderate","independent/other","democrat",3,3,0,0.3983
"male","18-29","white","less than high school","NJ","MA","NE","conservative","republican","republican",0,8,0,0.5786
"male","45-64","white","some college","AL","ESC","S","moderate","independent/other","democrat",3,0,0,0.3911
"female","30-44","white","high school graduate","CA","P","W","liberal","independent/other","democrat",1,0,0,0.6228
"male","45-64","white","some college","IA","WNC","MW","moderate","independent/other","democrat",1,0,0,0.5485
"male","45-64","black","some college","MI","ENC","MW","liberal","democrat","democrat",6,0,0,0.5837
"male","18-29","hispanic","college graduate","AZ","M","W","liberal","independent/other","democrat",1,0,0,0.4569
"male","18-29","white","some college","CO","M","W","liberal","independent/other","republican",1,0,0,0.5455
"male","18-29","black","less than high school","IL","ENC","MW","moderate","independent/other","did not vote in 2008",0,0,2,0.6273
"male","18-29","white","high school graduate","IL","ENC","MW","conservative","republican","democrat",1,1,0,0.6273
"male","30-44","white","some college","IA","WNC","MW","moderate","democrat","democrat",7,0,0,0.5485
"male","18-29","white","some college","CA","P","W","moderate","independent/other","democrat",32,2,10,0.6228
"male","18-29","white","college graduate","AL","ESC","S","conservative","republican","did not vote in 2008",0,6,0,0.3911
"male","45-64","white","less than high school","IN","ENC","MW","moderate","republican","republican",0,1,0,0.5052
"male","45-64","white","some college","OK","WSC","S","moderate","democrat","democrat",3,0,0,0.3435
"male","18-29","white","some college","GA","SA","S","conservative","independent/other","republican",0,14,1,0.4737
"male","30-44","white","some college","OK","WSC","S","moderate","democrat","democrat",5,1,0,0.3435
"male","18-29","white","high school graduate","CO","M","W","moderate","independent/other","did not vote in 2008",8,6,2,0.5455
"male","45-64","black","high school graduate","TX","WSC","S","liberal","democrat","democrat",1,0,0,0.4406
"male","30-44","other","college graduate","CA","P","W","moderate","independent/other","democrat",11,0,0,0.6228
"male","18-29","white","less than high school","MI","ENC","MW","moderate","independent/other","other",0,0,1,0.5837
"male","18-29","other","high school graduate","NJ","MA","NE","moderate","independent/other","did not vote in 2008",0,1,0,0.5786
"male","18-29","black","less than high school","VA","SA","S","liberal","democrat","did not vote in 2008",4,0,0,0.5318
"male","18-29","white","high school graduate","OR","P","W","conservative","independent/other","republican",0,4,0,0.5841
"male","18-29","hispanic","some college","TX","WSC","S","conservative","republican","republican",0,9,0,0.4406
"male","18-29","hispanic","high school graduate","PA","MA","NE","moderate","independent/other","democrat",1,0,0,0.5523
"male","30-44","white","college graduate","WA","P","W","liberal","independent/other","democrat",24,0,1,0.5875
"male","45-64","white","college graduate","MI","ENC","MW","conservative","republican","republican",0,7,0,0.5837
"female","18-29","white","high school graduate","ND","WNC","MW","conservative","independent/other","democrat",1,0,0,0.4557
"male","30-44","black","some college","MA","NE","NE","moderate","independent/other","democrat",2,0,0,0.632
"male","18-29","other","high school graduate","FL","SA","S","moderate","independent/other","democrat",2,0,0,0.5142
"male","30-44","white","some college","KS","WNC","MW","liberal","independent/other","democrat",5,0,0,0.4239
"female","30-44","white","some college","KS","WNC","MW","conservative","independent/other","democrat",0,1,0,0.4239
"male","18-29","white","high school graduate","UT","M","W","liberal","independent/other","did not vote in 2008",5,1,1,0.3547
"male","65+","white","less than high school","CA","P","W","liberal","democrat","democrat",2,0,0,0.6228
"male","30-44","white","some college","WA","P","W","moderate","independent/other","did not vote in 2008",2,5,5,0.5875
"male","18-29","white","college graduate","NY","MA","NE","liberal","democrat","other",1,0,0,0.6358
"male","30-44","white","some college","FL","SA","S","moderate","independent/other","other",3,1,1,0.5142
"female","45-64","white","college graduate","MI","ENC","MW","moderate","independent/other","democrat",1,0,0,0.5837
"male","30-44","hispanic","college graduate","NV","M","W","moderate","independent/other","republican",0,2,0,0.5639
"male","18-29","white","college graduate","KY","ESC","S","liberal","independent/other","republican",0,3,0,0.4177
"male","18-29","hispanic","college graduate","PA","MA","NE","liberal","democrat","democrat",2,0,0,0.5523
"female","18-29","white","high school graduate","PA","MA","NE","liberal","independent/other","did not vote in 2008",3,0,0,0.5523
"male","30-44","other","some college","TX","WSC","S","conservative","independent/other","republican",0,6,0,0.4406
"male","30-44","black","high school graduate","IL","ENC","MW","moderate","democrat","democrat",4,0,0,0.6273
"male","45-64","white","college graduate","GA","SA","S","moderate","republican","republican",0,2,0,0.4737
"male","30-44","white","college graduate","MO","WNC","MW","moderate","republican","republican",1,12,0,0.4993
"male","18-29","other","some college","VA","SA","S","moderate","democrat","democrat",1,0,0,0.5318
"male","18-29","other","high school graduate","KY","ESC","S","moderate","democrat","did not vote in 2008",1,0,0,0.4177
"male","18-29","white","high school graduate","ME","NE","NE","conservative","democrat","did not vote in 2008",1,0,0,0.5883
"male","45-64","white","some college","NV","M","W","moderate","independent/other","republican",0,2,0,0.5639
"male","18-29","hispanic","high school graduate","CT","NE","NE","moderate","democrat","democrat",4,0,0,0.6132
"female","45-64","white","some college","PA","MA","NE","liberal","democrat","democrat",2,0,0,0.5523
"male","30-44","other","less than high school","MO","WNC","MW","conservative","republican","republican",0,1,0,0.4993
"male","45-64","white","some college","NE","WNC","MW","moderate","independent/other","democrat",3,0,0,0.4239
"male","18-29","hispanic","some college","TX","WSC","S","moderate","republican","republican",0,7,1,0.4406
"male","30-44","white","college graduate","AZ","M","W","liberal","independent/other","did not vote in 2008",1,0,0,0.4569
"male","18-29","white","some college","CO","M","W","moderate","democrat","democrat",19,0,0,0.5455
"male","30-44","white","some college","NM","M","W","conservative","republican","republican",0,17,0,0.5766
"male","45-64","white","college graduate","NJ","MA","NE","moderate","democrat","did not vote in 2008",1,0,0,0.5786
"male","18-29","other","high school graduate","OK","WSC","S","liberal","democrat","democrat",3,0,0,0.3435
"male","65+","white","some college","WA","P","W","moderate","independent/other","democrat",1,1,0,0.5875
"male","30-44","white","high school graduate","IN","ENC","MW","liberal","democrat","democrat",6,0,0,0.5052
"female","45-64","hispanic","some college","RI","NE","NE","moderate","democrat","democrat",3,0,0,0.642
"male","18-29","white","less than high school","MT","M","W","liberal","democrat","democrat",6,0,0,0.4877
"male","18-29","white","high school graduate","TX","WSC","S","liberal","democrat","republican",3,1,0,0.4406
"male","65+","black","college graduate","CO","M","W","liberal","democrat","democrat",0,0,1,0.5455
"male","18-29","black","some college","NV","M","W","liberal","democrat","did not vote in 2008",1,0,0,0.5639
"male","18-29","white","less than high school","AL","ESC","S","conservative","republican","did not vote in 2008",0,5,0,0.3911
"male","30-44","white","college graduate","DE","MA","S","liberal","republican","republican",0,2,0,0.6264
"male","18-29","other","college graduate","FL","SA","S","moderate","democrat","did not vote in 2008",5,0,0,0.5142
"male","18-29","white","college graduate","OR","P","W","moderate","democrat","democrat",5,0,0,0.5841
"male","30-44","white","some college","PA","MA","NE","moderate","independent/other","did not vote in 2008",3,2,3,0.5523
"male","30-44","white","college graduate","NY","MA","NE","moderate","democrat","other",0,0,1,0.6358
"male","18-29","white","high school graduate","MN","WNC","MW","moderate","republican","other",0,1,0,0.5523
"female","30-44","white","college graduate","WI","ENC","MW","liberal","democrat","democrat",4,0,0,0.5706
"male","18-29","white","college graduate","PA","MA","NE","moderate","independent/other","democrat",13,8,0,0.5523
"male","18-29","white","high school graduate","TN","ESC","S","conservative","democrat","democrat",2,0,0,0.4237
"female","30-44","white","some college","TN","ESC","S","liberal","democrat","democrat",5,0,0,0.4237
"male","45-64","white","high school graduate","WY","M","W","moderate","republican","republican",0,4,0,0.3344
"male","18-29","hispanic","less than high school","AZ","M","W","moderate","democrat","did not vote in 2008",1,0,0,0.4569
"male","30-44","white","some college","LA","WSC","S","conservative","independent/other","democrat",0,1,0,0.4054
"male","18-29","black","some college","AL","ESC","S","liberal","democrat","democrat",5,0,0,0.3911
"female","30-44","white","some college","CO","M","W","liberal","democrat","did not vote in 2008",1,0,0,0.5455
"male","18-29","other","college graduate","GA","SA","S","liberal","democrat","democrat",3,0,0,0.4737
"male","18-29","white","college graduate","UT","M","W","conservative","independent/other","republican",0,2,0,0.3547
"male","18-29","white","college graduate","CA","P","W","moderate","republican","did not vote in 2008",3,4,1,0.6228
"male","18-29","white","high school graduate","NJ","MA","NE","liberal","independent/other","democrat",3,2,0,0.5786
"male","30-44","other","college graduate","IN","ENC","MW","moderate","independent/other","democrat",3,0,0,0.5052
"male","30-44","white","some college","NH","NE","NE","liberal","democrat","democrat",4,0,0,0.5487
"male","18-29","white","college graduate","SC","SA","S","moderate","republican","republican",0,6,0,0.4546
"male","18-29","white","college graduate","NC","SA","S","moderate","independent/other","did not vote in 2008",1,5,2,0.5017
"male","18-29","white","less than high school","MI","ENC","MW","moderate","republican","republican",0,5,0,0.5837
"male","30-44","white","high school graduate","OK","WSC","S","conservative","republican","republican",0,8,0,0.3435
"male","30-44","white","college graduate","PA","MA","NE","moderate","independent/other","other",0,3,1,0.5523
"male","30-44","white","college graduate","SC","SA","S","moderate","democrat","democrat",5,0,0,0.4546
"male","18-29","white","some college","DE","MA","S","liberal","independent/other","did not vote in 2008",2,0,3,0.6264
"female","45-64","white","some college","AK","P","W","moderate","independent/other","democrat",2,0,0,0.3894
"male","18-29","hispanic","college graduate","NY","MA","NE","liberal","independent/other","did not vote in 2008",1,0,0,0.6358
"male","18-29","white","high school graduate","WA","P","W","liberal","democrat","did not vote in 2008",15,0,0,0.5875
"male","18-29","other","some college","GA","SA","S","conservative","republican","republican",0,1,0,0.4737
"male","18-29","white","high school graduate","NY","MA","NE","conservative","republican","other",0,1,0,0.6358
"female","30-44","white","high school graduate","MI","ENC","MW","moderate","independent/other","democrat",1,0,0,0.5837
"male","65+","white","college graduate","NC","SA","S","moderate","democrat","democrat",2,0,0,0.5017
"male","18-29","other","some college","AK","P","W","moderate","democrat","democrat",1,0,0,0.3894
"male","18-29","other","some college","SD","WNC","MW","liberal","democrat","republican",2,0,0,0.457
"male","18-29","black","high school graduate","OK","WSC","S","moderate","democrat","democrat",1,0,0,0.3435
"male","30-44","white","college graduate","NE","WNC","MW","conservative","republican","republican",0,11,0,0.4239
"male","18-29","white","high school graduate","KY","ESC","S","conservative","independent/other","did not vote in 2008",0,7,0,0.4177
"male","18-29","white","some college","KY","ESC","S","moderate","democrat","democrat",9,1,0,0.4177
"male","18-29","other","some college","CA","P","W","conservative","independent/other","republican",0,2,0,0.6228
"male","30-44","white","some college","MO","WNC","MW","moderate","independent/other","other",0,1,2,0.4993
"male","45-64","black","some college","PA","MA","NE","liberal","democrat","democrat",1,0,0,0.5523
"male","18-29","white","some college","IL","ENC","MW","conservative","republican","democrat",0,4,0,0.6273
"male","18-29","white","high school graduate","MT","M","W","moderate","independent/other","republican",2,1,1,0.4877
